idCard;Amount_of_money;Account_number;Corr_account;BIK;idClient;idBank
3161;656004;6052334931622830;2797736298948540;298948540;1161;171
3162;855883;8625444440126730;1017901563307660;563307660;1162;172
3163;90659;5310599481978750;1730164662748260;662748260;1163;173
3164;320593;7602795975399870;6771206976986040;976986040;1164;174
3165;515497;8608769151393250;8017946716131590;716131590;1165;175
3166;214172;9849617259044660;1000436039139640;039139640;1166;176
3167;455487;5729470809488960;2419659983342850;983342850;1167;177
3168;157019;7243853804761950;6587590692040820;692040820;1168;178
3169;463494;6553780454945950;2488035600931890;600931890;1169;179
3170;248354;7926372954097370;4109678618217140;618217140;1170;180
3171;968420;9772623355881960;4892443446407360;446407360;1171;181
3172;21784;3433274449271210;9110687882525210;882525210;1172;182
3173;908505;8414478603022700;1440123740879760;740879760;1173;183
3174;45402;5206985065818260;4605677465884690;465884690;1174;184
3175;431033;7021528902692400;5717351188925730;188925730;1175;185
3176;322665;9161038929322770;6061223822821040;822821040;1176;186
3177;189700;3339815191062710;1512230266423770;266423770;1177;187
3178;900302;2955452957582940;2964691522757440;522757440;1178;188
3179;20878;7406844035987120;4610248928666160;928666160;1179;189
3180;339507;3229041372552510;2753584482199880;482199880;1180;190
3181;30043;5506691497822020;4551990639910540;639910540;1181;191
3182;956666;5010228330474870;6732336205338070;205338070;1182;192
3183;369607;4029225174765410;8413916906080860;906080860;1183;193
3184;989853;3278597337036450;8597189944764600;944764600;1184;194
3185;239408;1846441960978050;5810739046064060;046064060;1185;195
3186;97369;2234517294476470;3296735700870840;700870840;1186;196
3187;891101;9019766081806190;8535480015290730;015290730;1187;197
3188;844563;5353337194262890;6908240720834810;720834810;1188;198
3189;667710;7887631998901350;3158239277335830;277335830;1189;199
3190;85168;7044446034907280;4585381521325370;521325370;1190;200
3191;359589;9020915135798910;8533596464722410;464722410;1191;201
3192;393444;7208953205698600;5020307004187150;004187150;1192;202
3193;408028;1803103670101180;6023510982118440;982118440;1193;203
3194;953327;3514602967697100;9359586573361800;573361800;1194;204
3195;737779;4500810528449220;7172406095465960;095465960;1195;205
3196;560875;3113968465406710;7115808796834170;796834170;1196;206
3197;249728;3024024129847870;3224303830942480;830942480;1197;207
3198;646242;9379438577138400;4843630392917530;392917530;1198;208
3199;254980;8907229091819530;9175748963526110;963526110;1199;209
3200;471428;4871430571227970;5893601933301870;933301870;1200;210
3201;381594;4835754637945520;3193022670099410;670099410;1201;211
3202;910069;1156347068365740;5740772726351180;726351180;1202;212
3203;735230;2186335237009710;2885069054089250;054089250;1203;213
3204;465497;2715792027146610;5009400850851880;850851880;1204;214
3205;344946;3299636058410130;3428327792194330;792194330;1205;215
3206;433344;1014134292488910;2827013597294680;597294680;1206;216
3207;175412;5533987419163470;8162935452136570;452136570;1207;217
3208;364919;8145136628511290;3228449156045720;156045720;1208;218
3209;236768;7761023106683820;2201009221673760;221673760;1209;219
3210;237614;9272847636891790;4528819063392130;063392130;1210;220
3211;573393;8629787144195150;3298292266292480;266292480;1211;221
3212;988603;7310872903683790;5097953151919490;151919490;1212;222
3213;162834;7222509815798450;9278231520291650;520291650;1213;223
3214;318057;3689337524465240;7226149572941920;572941920;1214;224
3215;6137;2275865976206330;6836858247813330;247813330;1215;225
3216;918154;3086773047738830;2899406184474440;184474440;1216;226
3217;940834;1992005902578470;7926745392042220;392042220;1217;227
3218;534108;2349204539125210;6700308874916890;874916890;1218;228
3219;957837;5321022643402670;7232701529633780;529633780;1219;229
3220;513494;9707278994176800;5877011195878440;195878440;1220;230
3221;53492;8386177693674430;2539138814097970;814097970;1221;231
3222;750087;8936097279052480;2626505158397830;158397830;1222;232
3223;898036;5305554552403730;7562535951389870;951389870;1223;233
3224;178495;4632039167121370;2549208100986540;100986540;1224;234
3225;851702;9669643991425900;6954863904022230;904022230;1225;235
3226;225820;9534884008437490;5475842966718950;966718950;1226;236
3227;109752;5375022084193030;5482014179010260;179010260;1227;237
3228;876597;7857973655968790;1510373364556370;364556370;1228;238
3229;7642;6067426617194440;3757142809336780;809336780;1229;239
3230;257267;7938019978280290;9865985282882800;282882800;1230;240
3231;767609;6931832411157880;4732501447907270;447907270;1231;241
3232;896434;6420354004810130;2725078076930780;076930780;1232;242
3233;217907;5573384885941130;4297670918440440;918440440;1233;243
3234;67144;3775102979871440;1074832867351330;867351330;1234;244
3235;265955;5310674577895310;5376163141687920;141687920;1235;245
3236;867461;1191849214126740;9062934982904660;982904660;1236;246
3237;156631;9925798536583620;3498378388771960;388771960;1237;247
3238;945554;6401941352395760;2946288345946660;345946660;1238;248
3239;796989;7845328362947560;1480041509322270;509322270;1239;249
3240;25580;2646626188913980;1351412014872280;014872280;1240;250
3241;678611;1743364347150490;4705195064474030;064474030;1241;251
3242;640601;2744192286289320;5634951173796630;173796630;1242;252
3243;178886;1521806016204120;7580956567884130;567884130;1243;253
3244;728763;3031344051011770;1416131889634300;889634300;1244;254
3245;272433;3435868177145100;3351206481800180;481800180;1245;255
3246;999029;3124093644077080;5773326852948060;852948060;1246;256
3247;933928;5359832597674140;5827777597887050;597887050;1247;257
3248;222675;7255226372326870;9006839189170750;189170750;1248;258
3249;763597;5775819599174410;7593080739186150;739186150;1249;259
3250;856834;4970163273394170;3494953736525520;736525520;1250;260
3251;616614;8152036924909990;7733687647089150;647089150;1251;261
3252;656303;6392334758203620;6056681812895990;812895990;1252;262
3253;267644;7658105672283090;2570949032935610;032935610;1253;263
3254;179898;1006983960868370;8661879711315480;711315480;1254;264
3255;391804;2335693862983270;2162181291391700;291391700;1255;265
3256;347580;2943136412023680;6235902695317430;695317430;1256;266
3257;393276;5655713415737950;8794703587320240;587320240;1257;267
3258;454612;9732325144389210;8409510397519770;397519770;1258;268
3259;862829;5118407793909270;5782896562873390;562873390;1259;269
3260;299007;7584348388950440;2506376984473240;984473240;1260;270
3261;695488;3239819324119090;9024681000952300;000952300;1261;271
3262;328497;3482439182139670;1491694510902300;510902300;1262;272
3263;149622;4149757705806040;4489417775607170;775607170;1263;273
3264;963284;8695748080389960;3162387305625950;305625950;1264;274
3265;378684;4513057817916940;8607540232765040;232765040;1265;275
3266;500832;7446660125954310;9681435479959830;479959830;1266;276
3267;216846;9915479385557100;7562522453681140;453681140;1267;277
3268;258927;8809708069367610;4199559494517620;494517620;1268;278
3269;249811;7864880242587280;8903122631273300;631273300;1269;279
3270;863280;6850638631167240;3421912063262660;063262660;1270;280
3271;452012;6497175689378580;6682344047091190;047091190;1271;281
3272;835901;9556839894131330;7810461120213890;120213890;1272;282
3273;921480;6658297382822330;2842277590423350;590423350;1273;283
3274;890512;1936078594758180;1207278780526700;780526700;1274;284
3275;493609;1520485392944510;5416270857290730;857290730;1275;285
3276;591237;5922903466529470;8378299940278000;940278000;1276;286
3277;265087;2720414300492230;1750235697852620;697852620;1277;287
3278;280829;9093595177591860;1397904706621830;706621830;1278;288
3279;309226;2942756291789150;3617335847114910;847114910;1279;289
3280;434667;7487980834927080;9590929271024140;271024140;1280;290
3281;113948;7973960900760580;5807391844200400;844200400;1281;291
3282;846796;2191732206511860;3973877399295120;399295120;1282;292
3283;523682;8587683414717010;5797808634863000;634863000;1283;293
3284;304239;2156637403951140;2920981084232590;084232590;1284;294
3285;216414;7506932478075450;3747447278739540;278739540;1285;295
3286;655853;6472317154408610;5506871956781590;956781590;1286;296
3287;997145;7848739219186330;4117280955779820;955779820;1287;297
3288;431948;9965497180793950;2691100437140020;437140020;1288;298
3289;439001;8473012088805680;3731768792459350;792459350;1289;299
3290;420953;3082748915829490;9804369714494480;714494480;1290;300
3291;653259;2705960885953580;8052468355978150;355978150;1291;301
3292;859358;4002882831830870;3716457528498570;528498570;1292;302
3293;219514;2451893311319840;6759272389266550;389266550;1293;303
3294;141181;8534424958542800;6739511754774580;754774580;1294;304
3295;557271;3867434720529660;8260211356280700;356280700;1295;305
3296;203230;1000181168103090;6965384389486630;389486630;1296;306
3297;270173;7946004801256740;6149204876938060;876938060;1297;307
3298;992381;1103911498742330;7319572116903830;116903830;1298;308
3299;244154;3867569751447310;9136607542481460;542481460;1299;309
3300;671145;3593557980146870;8276976813718840;813718840;1300;310
3301;530735;2567743674698330;6282232484560880;484560880;1301;311
3302;467774;7967101169560160;3884091128349900;128349900;1302;312
3303;296733;1780728973787180;5400532927055380;927055380;1303;313
3304;327128;3929651197012670;3409552302676220;302676220;1304;314
3305;371623;4463347728677220;2174658709886570;709886570;1305;315
3306;768596;2449204288836950;2676767016435700;016435700;1306;316
3307;173809;2293466238341730;5466232301641500;301641500;1307;317
3308;607276;7193567338389140;2515287566848510;566848510;1308;318
3309;47049;1560713466967560;3336078521714800;521714800;1309;319
3310;444711;6785256607482970;8932558030333950;030333950;1310;320
3311;288286;8096990947534350;9196016018956620;018956620;1311;321
3312;85380;7985471188929770;8174996768647140;768647140;1312;322
3313;398138;7503618406928260;5567111951985010;951985010;1313;323
3314;285243;1947242114028450;6627459938401370;938401370;1314;324
3315;335292;6601239865676650;4357787563737430;563737430;1315;325
3316;488552;7190482780300850;3709849636894660;636894660;1316;326
3317;806054;2063779146204270;4925453256376270;256376270;1317;327
3318;459199;9687708106704700;7185757263907380;263907380;1318;328
3319;870308;7679555430913320;6099743507794440;507794440;1319;329
3320;962849;1625771293059310;7914906761663120;761663120;1320;330
3321;395126;6130184907815380;3291652586416160;586416160;1321;331
3322;906094;9941591717030320;2645887261505760;261505760;1322;332
3323;137292;4248775129659320;3715274863136310;863136310;1323;333
3324;588898;7790641182747020;3998681434452480;434452480;1324;334
3325;485973;2251181867644020;8804272659725680;659725680;1325;335
3326;976572;5126088075865410;8124675675314940;675314940;1326;336
3327;146803;8213161020408200;4471417493739060;493739060;1327;337
3328;147522;4869801700766570;3354217203497360;203497360;1328;338
3329;298624;9499221296959320;3657048234504730;234504730;1329;339
3330;323040;7417459116678540;3417395681493730;681493730;1330;340
3331;4127;3451011968970580;6119124254397030;254397030;1331;341
3332;135365;6266531449871810;8057682383728930;383728930;1332;342
3333;905653;2330749613796780;1551291535040400;535040400;1333;343
3334;40285;6264142397518770;5598334485435000;485435000;1334;344
3335;487401;7582899267937420;1766526829210190;829210190;1335;345
3336;30514;6765675723224430;7377791300221690;300221690;1336;346
3337;435292;8833819287681850;2917066107936330;107936330;1337;347
3338;56103;2872225797717300;6032562344915170;344915170;1338;348
3339;875739;9486702552151950;2568432929401350;929401350;1339;349
3340;808130;9996918642013510;5827398290976320;290976320;1340;350
3341;524567;7375556272520790;6149793056021780;056021780;1341;351
3342;771922;7773167475584310;4887314330602410;330602410;1342;352
3343;27354;6049646056258780;1873607304336670;304336670;1343;353
3344;706064;9095313841212420;8024481416426360;416426360;1344;354
3345;22414;4934384630558780;2229956100648140;100648140;1345;355
3346;953428;7997687421921280;4569447497068460;497068460;1346;356
3347;707692;4616402942674500;7550771644595100;644595100;1347;357
3348;240491;8505757420032050;2039544305324630;305324630;1348;358
3349;942813;4808480430167430;7839168559894760;559894760;1349;359
3350;871189;7835201734797670;5644619572435020;572435020;1350;360
3351;167543;3267856346556710;3310406780804230;780804230;1351;361
3352;471533;8475985878338940;5458775796661440;796661440;1352;362
3353;667902;6381393363793380;7892226958838480;958838480;1353;363
3354;691282;5116795555464890;7223190425063380;425063380;1354;364
3355;971180;6876284529586140;1491392794704200;794704200;1355;365
3356;518877;1027426106848650;8599395463378730;463378730;1356;366
3357;401113;8664756932188850;3281950033249090;033249090;1357;367
3358;115917;2673855281258100;9694794336027680;336027680;1358;368
3359;74471;7242617493284860;2139984768468370;768468370;1359;369
3360;327410;5642328743113550;4644599547289940;547289940;1360;370
3361;870290;2490926686861780;5276180325022460;325022460;1361;371
3362;274061;7008406383300430;5611357040968040;040968040;1362;372
3363;153017;7942725099944910;7475296824026230;824026230;1363;373
3364;682837;9515586654057640;8828143688517800;688517800;1364;374
3365;280815;1106351109551940;2067624195861250;195861250;1365;375
3366;862065;4915957094284190;9328570860822080;860822080;1366;376
3367;180266;6379482519085990;2498696256477420;256477420;1367;377
3368;477309;8623276116205890;1192242913605370;913605370;1368;378
3369;518737;8983018601955190;1709534316283420;316283420;1369;379
3370;534285;1271786439160660;7250829277752360;277752360;1370;380
3371;255646;1708469524529220;1389067583660240;583660240;1371;381
3372;225047;7124830548358090;4675224841121610;841121610;1372;382
3373;603892;9844086437689610;4508784978272060;978272060;1373;383
3374;543713;8009331910458990;6388255864218850;864218850;1374;384
3375;682684;7863936336475110;9499717234720320;234720320;1375;385
3376;827968;9117769161255800;5454484909167160;909167160;1376;386
3377;393030;1651795171713180;1038797902276870;902276870;1377;387
3378;632598;1207356827167150;5831655299528290;299528290;1378;388
3379;297133;8578288987731130;4036113085475300;085475300;1379;389
3380;591308;3059585494653650;1898901983813980;983813980;1380;390
3381;532941;8008869692019400;2112570560950630;560950630;1381;391
3382;173070;7314378794383340;5716272536011170;536011170;1382;392
3383;45101;7684723684926090;3638889512424370;512424370;1383;393
3384;489250;9712835608670710;2340844562802900;562802900;1384;394
3385;663578;9670066033787240;5642461365569820;365569820;1385;395
3386;557769;7838888231003500;9703899364004170;364004170;1386;396
3387;811170;8330269795068580;7044615915774320;915774320;1387;397
3388;680546;9927734116445970;8037991316530980;316530980;1388;398
3389;871185;8747208209047870;7903146152233640;152233640;1389;399
3390;840468;9185033524809580;4769862829579600;829579600;1390;400
3391;496523;4036288599421770;4159631482575040;482575040;1391;401
3392;274143;6767673230752820;4388171347308730;347308730;1392;402
3393;391417;4305834690730040;2308755310000960;310000960;1393;403
3394;626694;1989601121041060;3692524072294350;072294350;1394;404
3395;347072;1939580559682550;8610651169946110;169946110;1395;405
3396;344811;7195821841120350;3284812310461260;310461260;1396;406
3397;562471;9434621799924520;4330735873737680;873737680;1397;407
3398;214361;9429340516108490;2662616677888420;677888420;1398;408
3399;531579;5492932894541990;7990199694636600;694636600;1399;409
3400;198762;1949492962075060;4025871696602530;696602530;1400;410
3401;28207;6088262554543140;5288143688413720;688413720;1401;411
3402;984391;1677288357930990;9945197289179030;289179030;1402;412
3403;969783;8859918178771350;9943030334506740;334506740;1403;413
3404;889280;3495341987307760;3716692490321760;490321760;1404;414
3405;191273;4957196562977310;1403824785540800;785540800;1405;415
3406;41335;9226227670141780;7307259009333800;009333800;1406;416
3407;410522;1161926402325380;6876061300180980;300180980;1407;417
3408;982344;2961984362158680;5627265594863580;594863580;1408;418
3409;916233;7418931269509340;6813378800407880;800407880;1409;419
3410;104005;7040000257152800;7976958529535190;529535190;1410;420
3411;759866;7117646401521660;3748704008082970;008082970;1411;421
3412;572252;1359145477445080;1030703896589830;896589830;1412;422
3413;482688;2730808790735450;6401861509022020;509022020;1413;423
3414;646095;7852339850187730;4100933653822650;653822650;1414;424
3415;659231;6126290751126990;9699130719128340;719128340;1415;425
3416;547251;6294133285845160;5935048977064840;977064840;1416;426
3417;788405;3105795923146920;7242466848877910;848877910;1417;427
3418;286806;8950787166674090;3003028298023070;298023070;1418;428
3419;313514;1804539720327600;8200873120190470;120190470;1419;429
3420;105154;2345076690093060;2707046814947060;814947060;1420;430
3421;802439;7918754997257010;7401212925910950;925910950;1421;431
3422;431473;5607273754265320;9931476826725110;826725110;1422;432
3423;569211;7379394614919300;6065898158460010;158460010;1423;433
3424;518973;2156707866472160;3133164240429190;240429190;1424;434
3425;268258;4888072252050650;3113672637483590;637483590;1425;435
3426;162187;9251287281481610;8596564543984900;543984900;1426;436
3427;242544;5721492663793520;2692761059716880;059716880;1427;437
3428;152537;4439825338894640;4085247019651660;019651660;1428;438
3429;656872;7959603323803830;1590454536552190;536552190;1429;439
3430;378426;4954256175338870;5409121749836370;749836370;1430;440
3431;697589;1353677998219860;2359008620106770;620106770;1431;441
3432;726123;7319031630344880;4881273415085320;415085320;1432;442
3433;369952;2516357932344870;1532612674831850;674831850;1433;443
3434;187670;8006421801518590;4843816680755810;680755810;1434;444
3435;674397;4538899615137100;8282728675099460;675099460;1435;445
3436;832077;8453404380308870;1878926466469190;466469190;1436;446
3437;192961;2102546468792630;7836218399563000;399563000;1437;447
3438;546037;9785186838651640;2593131827628520;827628520;1438;448
3439;367120;8531608741542580;8573681695464620;695464620;1439;449
3440;700439;9013306393301570;3413629886041220;886041220;1440;450
3441;998274;8735334491098530;6965877909369640;909369640;1441;451
3442;148898;8744587008334810;9409237680414730;680414730;1442;452
3443;752139;8600720509716330;7527922474710680;474710680;1443;453
3444;214572;1678028884706980;4611502906630500;906630500;1444;454
3445;698304;4308943300715700;3870663348131870;348131870;1445;455
3446;571512;1829061335895470;6212958760616360;760616360;1446;456
3447;166183;9922431145257290;7705948031518650;031518650;1447;457
3448;176784;7488307027920540;5239681096857990;096857990;1448;458
3449;448631;1145097555933770;1989573811419960;811419960;1449;459
3450;659641;3350859211366070;2456534110650870;110650870;1450;460
3451;134461;2394723131711930;5928425298457490;298457490;1451;461
3452;823952;1980521013405820;5232805629540960;629540960;1452;462
3453;101123;6235395293100000;9927817829084530;829084530;1453;463
3454;170183;3232542501166210;1032944302876330;302876330;1454;464
3455;448782;7766027764783700;6285928524480280;524480280;1455;465
3456;593148;1249258053838840;4302953512654400;512654400;1456;466
3457;907062;1060446395964740;5544186772683040;772683040;1457;467
3458;661793;6804318057822960;8163117747354910;747354910;1458;468
3459;495682;7328937006320340;1099925772694410;772694410;1459;469
3460;137265;1337583867812980;8518286487693060;487693060;1460;470
3461;470266;3598715850782200;2281778747190680;747190680;1461;471
3462;635508;6169139578372110;1179835600761100;600761100;1462;472
3463;834546;7094574814379970;3178379980569140;980569140;1463;473
3464;590642;3572085633474520;5201866874959860;874959860;1464;474
3465;950224;6441480809086820;5338854395764740;395764740;1465;475
3466;925374;9976654682822810;8494777542588320;542588320;1466;476
3467;25739;9016161168442640;9119988344992290;344992290;1467;477
3468;84687;6991782173832940;6501550258073210;258073210;1468;478
3469;515206;7974100104616010;5470906289057570;289057570;1469;479
3470;339068;3891271897300930;5839996716033630;716033630;1470;480
3471;708729;1953249605380500;7745582709386570;709386570;1471;481
3472;513505;8409523190716600;1102288498205680;498205680;1472;482
3473;45402;5235007237781240;5242961609412660;609412660;1473;483
3474;548528;3477405133153920;3040234479808460;479808460;1474;484
3475;930204;5291671391452290;1293439742382320;742382320;1475;485
3476;549520;9160196699029460;8980723434483800;434483800;1476;486
3477;86039;9425839518440780;2776306509846820;509846820;1477;487
3478;230571;2036871120761380;1997662312198390;312198390;1478;488
3479;722208;6822509703855430;3742857810034070;810034070;1479;489
3480;909102;2600310139368950;7448400642260400;642260400;1480;490
